Include,ID,Cage,Sex,Generation,Parents,Line,X1A GT,DOB,Age,DOW,Start Age,TCT_Date,TCT_Lane,TCT_Time,StimID,StimSide,StimSide_Video,StimAge,TCT_filename,TCT_start,TCT_stop,OFT_Date,OFT_Time,OFT_filename,OFT_start,OFT_stop,Sac_Date,Repeat_Genotyping,Notes
FALSE,E1017,4876770,M,F9,N47,X1,Het,11/1/23,2m 21d,11/21/23,N/A,N/A,,,,,,,,,,N/A,,,,,1/4/24,,
TRUE,E1018,4876770,M,F9,N47,X1,,11/1/23,2m 21d,11/21/23,8w 6d,1/2/24,1,2:17 PM,E1089,Orange,Left,8w 6d,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/Scn2aX1_TCT/20240102_1E1018,920,1520,1/4/24,2:11 PM,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/SCN2AX1_OFT/20240104_E1018,89,689,1/4/24,Het?,
TRUE,E1196,4876774,M,F8,N56,X1,WT,11/23/23,1m 30d,12/20/23,7w 6d,1/17/24,2,3:09 PM,E1237,Green,Right,8w 0d,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/Scn2aX1_TCT/20240117_2E1196,1828,2428,1/19/24,2:52 PM,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/SCN2AX1_OFT/20240119_E1196,18,618,1/19/24,,
FALSE,E1197,4876774,M,F8,N56,X1,Het,11/23/23,1m 30d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,,,
FALSE,E1198,4876774,M,F8,N56,X1,Het,11/23/23,1m 30d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,,,
FALSE,E1200,4876774,M,F9,N47,X1,Het,11/27/23,1m 26d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,,,
TRUE,E1201,4876774,M,F9,N47,X1,WT,11/27/23,1m 26d,12/20/23,7w 2d,1/17/24,1,3:09 PM,E1241,Orange,Left,8w 0d,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/Scn2aX1_TCT/20240117_3TopE1225_1BottomE1201,1837,2437,1/19/24,2:39 PM,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/SCN2AX1_OFT/20240119_E1201,37,637,1/19/24,,
FALSE,E1202,4876774,M,F9,N47,X1,Het,11/27/23,1m 26d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,,,
TRUE,E1203,4876773,F,F9,N47,X1,Het,11/27/23,1m 26d,12/20/23,7w 2d,1/17/24,1,2:08 PM,E1231,Green,Right,7w 6d,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/Scn2aX1_TCT/20240117_1E1203,1550,2150,1/19/24,1:38 PM,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/SCN2AX1_OFT/20240119_E1203,39,639,1/19/24,,
TRUE,E1224,4876773,F,F9,N59,X1,WT,11/28/23,1m 25d,12/20/23,7w 1d,1/17/24,2,2:08 PM,E1230,Orange,Left,7w 6d,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/Scn2aX1_TCT/20240117_2E1224,1548,2148,1/19/24,1:57 PM,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/SCN2AX1_OFT/20240119_E1224,39,639,1/19/24,,
FALSE,E1226,4876773,F,F9,N59,X1,Het,11/28/23,1m 25d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,1/19/24,,
TRUE,E1225,4876775,M,F9,N59,X1,WT,11/28/23,1m 25d,12/20/23,7w 1d,1/17/24,3,3:09 PM,E1238,Green,Right,8w 0d,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/Scn2aX1_TCT/20240117_3TopE1225_1BottomE1201,1840,2440,1/19/24,2:16 PM,/Users/joshsteighner/Library/CloudStorage/Box-Box/Scn2a_X1Behavior_Nov22/June2023_ControlBehaviors/SCN2AX1_OFT/20240119_E1225,16,616,1/19/24,,
FALSE,E1227,4876775,M,F9,N59,X1,Het,11/28/23,1m 25d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,,,
FALSE,E1228,4876775,M,F9,N59,X1,Het,11/28/23,1m 25d,12/20/23,N/A,N/A,,,,,,,,,,N/A,,,,,,,
